Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:b5,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h2,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:h7,00:1a:ac:a0:de:i2,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:w7,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,00:1a:ac:a0:de:x2,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1a:ac:a0:de:x7,00:1a:ab:a0:de:a1,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:j8,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:g5,00:1a:ac:a0:de:g8,00:1a:ac:a0:de:l2,00:1a:ac:a0:de:n3,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:i3,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:l9,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:i1,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:f2,00:1a:ac:a0:de:k9,00:1a:ab:a0:de:a2,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:t6,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:f7,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:g2,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:i9,88:36:6c:88:5b:3e,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:d4,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:g7,00:1a:ac:a0:de:k6,90:9f:33:a4:06:5c,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:k3,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:v9,00:1a:ab:a0:de:a8,00:1a:ac:a0:de:d2,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:u8,00:1a:ab:a0:de:a9,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:m7,00:1a:ac:a0:de:c1,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:k5,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:v2,00:1a:ac:a0:de:f1,00:1a:ac:a0:de:m6,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:x5,00:1a:ac:a0:de:j4
2021.01.30 160104,70.0,24.0,21.30981795454546,-34.48909048181819,-36.774544918181824,-5.144055869999999,8.490229072727272,0.09607571773272726,-0.0019502150860909093,-0.005443197954909093,0.004374072782727273,-1.0256002583286978,1.552252546223727,1.545966625213623,1016.1242082727273,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-80.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-49.0,-100.0,-79.0,-100.0,-100.0,-61.0,-74.0,-77.0,-100.0,-54.0,-57.0,-100.0,-100.0,-66.0,-73.0,-56.0,-73.0,-66.0,-68.0,-44.0,-51.0,-49.0,-77.0,-100.0,-100.0,-61.0,-74.0,-75.0,-100.0,-52.0,-57.0,-84.0,-100.0,-66.0,-74.0,-58.0,-73.0,-66.0,-68.0,-44.0,-51.0,-100.0,-78.0,-63.0,-85.0,-87.0,-100.0,-84.0,-54.0,-81.0,-100.0,-100.0,-77.0,-68.0,-100.0,-100.0,-68.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-79.0,-60.0,-75.0,-100.0,-100.0,-100.0,-80.0,-100.0,-88.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-64.0,-75.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-83.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 160114,71.0,24.0,21.66052606140351,-36.245789131578945,-33.86578905263158,-4.821964456140351,8.669669054385965,0.17990664848596488,0.003395489141052632,-0.005905877383859649,0.004044088656842106,-1.0627411394788508,1.5333772092534785,1.4991820559167026,1016.1209721052634,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-73.0,-83.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-53.0,-100.0,-73.0,-100.0,-100.0,-60.0,-72.0,-100.0,-88.0,-50.0,-56.0,-100.0,-100.0,-70.0,-74.0,-65.0,-70.0,-60.0,-65.0,-45.0,-49.0,-52.0,-73.0,-100.0,-100.0,-59.0,-72.0,-100.0,-88.0,-50.0,-56.0,-100.0,-100.0,-100.0,-74.0,-67.0,-70.0,-61.0,-65.0,-46.0,-49.0,-100.0,-80.0,-56.0,-80.0,-91.0,-100.0,-90.0,-60.0,-80.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-74.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-72.0,-100.0,-100.0,-74.0,-75.0,-100.0,-72.0,-100.0,-82.0,-63.0,-66.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-79.0,-88.0,-100.0,-100.0,-100.0,-100.0,-83.0,-68.0,-66.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-87.0,-82.0,-69.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 160124,72.0,24.0,17.82368403508772,-39.67473629824561,-33.019473026315794,-4.877872877192982,8.634280043859649,0.17753337611929823,0.0035508845140350886,-0.004507317331666667,0.0038458253296491233,-1.0560762139788844,1.534415760584045,1.6633702558383607,1016.1268296491229,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-79.0,-100.0,-100.0,-62.0,-71.0,-100.0,-100.0,-46.0,-61.0,-100.0,-100.0,-71.0,-78.0,0.0,-70.0,-65.0,-65.0,0.0,-54.0,-59.0,-80.0,-100.0,-100.0,-62.0,-72.0,-100.0,-100.0,-46.0,-61.0,-100.0,-100.0,-71.0,-78.0,0.0,-70.0,-63.0,-65.0,0.0,-54.0,-100.0,-81.0,-66.0,-81.0,-89.0,-100.0,-89.0,-67.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-78.0,-100.0,-69.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-83.0,0.0,-64.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,0.0,-62.0,-76.0,-100.0,-100.0,-100.0,-74.0,-100.0,-88.0,-83.0,-82.0,-82.0,-100.0,0.0,-80.0,-91.0,-81.0,-89.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 160135,73.0,24.0,12.283255484496125,-38.776278596899225,-35.21953439534884,-4.795769548062015,8.691013310077517,0.2765665811271318,-0.001046057173023256,-0.004838919305503876,0.0028953830964341086,-1.0655305579651233,1.513098299041275,1.750930670619935,1016.1227270542636,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-70.0,-80.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-55.0,-100.0,-80.0,-100.0,-100.0,-62.0,-74.0,-100.0,-100.0,-49.0,-48.0,-100.0,-100.0,-100.0,-78.0,-100.0,-72.0,-65.0,-71.0,-48.0,-59.0,-55.0,-80.0,-100.0,-100.0,-62.0,-75.0,-100.0,-100.0,-48.0,-48.0,-100.0,-100.0,-100.0,-78.0,-62.0,-73.0,-65.0,-71.0,-100.0,-59.0,-100.0,-100.0,-71.0,-87.0,-100.0,-92.0,-100.0,-100.0,-84.0,-100.0,-100.0,-79.0,-78.0,-100.0,-100.0,-79.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-63.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-62.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-89.0,-80.0,-76.0,-80.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 160145,74.0,24.0,11.84702685135135,-35.14810774774775,-40.51567523423424,-4.76452057927928,8.706381292792795,0.26302510930090084,0.0007857708781081083,-0.004718614843603604,-0.0011107566293693692,-1.0692679323591627,1.515474262538257,1.6852354219367913,1016.1418638738741,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-77.0,-100.0,-100.0,-65.0,-69.0,-100.0,-89.0,-51.0,-50.0,-79.0,-100.0,-100.0,-81.0,-68.0,-70.0,-64.0,-70.0,-47.0,-58.0,-56.0,-77.0,-100.0,-100.0,-65.0,-69.0,-100.0,-88.0,-52.0,-50.0,-80.0,-100.0,-100.0,-79.0,-67.0,-70.0,-69.0,-70.0,-47.0,-59.0,-100.0,-83.0,-70.0,-83.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-74.0,-100.0,-100.0,-74.0,-100.0,-71.0,-86.0,-100.0,-90.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-69.0,-65.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-66.0,-63.0,-76.0,-100.0,-100.0,-100.0,-71.0,-100.0,-85.0,-83.0,-65.0,-83.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 160155,75.0,24.0,8.511206731896552,-35.81948231034483,-50.3043096637931,-4.826321376724138,8.66900863362069,0.10332534193275864,0.0038052270446551732,-0.006096287696724139,-0.001386348135344828,-1.062521997196921,1.5496281220995147,1.7501888172379856,1016.1395299137929,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-100.0,-69.0,-70.0,-100.0,-89.0,-46.0,-52.0,-100.0,-100.0,-100.0,-78.0,-67.0,-70.0,-71.0,-78.0,-51.0,-58.0,-60.0,-100.0,-100.0,-100.0,-68.0,-70.0,-100.0,-100.0,-45.0,-52.0,-78.0,-100.0,-100.0,-79.0,-67.0,-70.0,-71.0,-78.0,-51.0,-59.0,-100.0,-100.0,-78.0,-87.0,-87.0,-100.0,-86.0,-70.0,-100.0,-100.0,-100.0,-82.0,-78.0,-100.0,-100.0,-78.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-67.0,-100.0,-87.0,-100.0,-73.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-70.0,-66.0,-100.0,-100.0,-100.0,-77.0,-100.0,-85.0,-78.0,-77.0,-78.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0
2021.01.30 160206,76.0,24.0,14.781666416666669,-32.04611069444445,-50.002777092592595,-4.767577566666667,8.696848555555556,0.40727058233333335,0.001656666633333333,-0.0025321268460185187,0.001015959250370371,-1.067560503880183,1.4856795227086101,1.5471816349912573,1016.1232140740741,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-47.0,-48.0,-100.0,-100.0,-100.0,-76.0,-63.0,-69.0,-64.0,-71.0,-55.0,-60.0,-59.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-46.0,-48.0,-100.0,-91.0,-100.0,-73.0,-62.0,-69.0,-64.0,-71.0,-53.0,-60.0,-100.0,-85.0,-78.0,-100.0,-91.0,-100.0,-90.0,-100.0,-89.0,-100.0,-100.0,-85.0,-82.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-78.0,-65.0,-100.0,-65.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-73.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-82.0,-69.0,-72.0,-69.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-80.0,-100.0
2021.01.30 160216,77.0,24.0,14.9007076460177,-32.983539424778755,-42.86814110619469,-4.810966820353983,8.675623008849557,0.28404998183008845,0.0057773039476106194,-0.009951757141592922,-0.0011720232796460176,-1.0632275126676645,1.5122391913844422,1.5910525469653374,1016.1397197345133,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-80.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-78.0,-100.0,-100.0,-64.0,-72.0,-80.0,-100.0,-38.0,-49.0,-75.0,-100.0,-75.0,-78.0,-66.0,-69.0,-63.0,-74.0,-53.0,-59.0,-56.0,-100.0,-100.0,-100.0,-63.0,-72.0,-79.0,-100.0,-39.0,-49.0,-100.0,-100.0,-75.0,-77.0,-72.0,-69.0,-63.0,-74.0,-51.0,-59.0,-100.0,-83.0,-75.0,-100.0,-100.0,-100.0,-100.0,-81.0,-83.0,-100.0,-100.0,-81.0,-80.0,-100.0,-100.0,-79.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-78.0,-60.0,-100.0,-60.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-81.0,-62.0,-69.0,-62.0,-100.0,-71.0,-100.0,-100.0,-86.0,-89.0,-100.0,-73.0,-63.0,-100.0
2021.01.30 160226,78.0,24.0,15.76655153448276,-40.75862006896552,-42.37551665517241,-5.354444721551725,8.352097474137931,-0.0531694136724138,0.002572964409051724,-0.008239582047500001,-0.002318444113965517,-1.0002886164804985,1.5809375510133545,1.7822749511948948,1016.1418774137932,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-89.0,-100.0,-100.0,-100.0,-64.0,-70.0,-81.0,-100.0,-41.0,-43.0,-100.0,-100.0,-100.0,-74.0,-69.0,-67.0,-64.0,-74.0,-60.0,-60.0,-60.0,-100.0,-100.0,-100.0,-66.0,-70.0,-100.0,-100.0,-40.0,-43.0,-100.0,-100.0,-100.0,-74.0,-69.0,-67.0,-65.0,-74.0,-60.0,-61.0,-100.0,-84.0,-78.0,-85.0,-100.0,-88.0,-100.0,-74.0,-85.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-81.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-80.0,-58.0,-100.0,-58.0,-100.0,-89.0,-100.0,-72.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-69.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-80.0,-63.0,-65.0,-63.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 160236,79.0,24.0,12.743242900900901,-40.903242675675685,-44.86540462162163,-5.152695081981983,8.48011148648649,0.15030006176756755,0.0033613109970270266,-0.007332678017207208,0.0007383489432432431,-1.0242991152110401,1.5416023494961026,1.7763766930983946,1016.127553153153,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-64.0,-74.0,-100.0,-100.0,-34.0,-36.0,-77.0,-90.0,-100.0,-81.0,-66.0,-70.0,-63.0,-74.0,-51.0,-58.0,-62.0,-100.0,-100.0,-100.0,-66.0,-74.0,-100.0,-100.0,-35.0,-36.0,-100.0,-100.0,-100.0,-82.0,-74.0,-70.0,-63.0,-74.0,-54.0,-58.0,-100.0,-81.0,-87.0,-82.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-81.0,-80.0,-100.0,-100.0,-79.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-74.0,-100.0,-100.0,-66.0,-59.0,-100.0,-59.0,-100.0,-90.0,-100.0,-62.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-63.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-78.0,-62.0,-75.0,-63.0,-100.0,-74.0,-86.0,-100.0,-87.0,-100.0,-100.0,-66.0,-65.0,-100.0
2021.01.30 160246,80.0,24.0,10.225090710000002,-39.512181218181816,-45.482726527272725,-5.157354999999998,8.480477800000001,0.12165092560181816,0.0018149362983636368,-0.007903319022818184,0.0034855414970909092,-1.0238149713386189,1.5470131765712392,1.8071342533284969,1016.1215395454545,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-62.0,-100.0,-80.0,-100.0,-100.0,-65.0,-70.0,-100.0,-100.0,-34.0,-33.0,-100.0,-91.0,-100.0,-83.0,-67.0,-69.0,-64.0,-71.0,-50.0,-64.0,-59.0,-78.0,-100.0,-100.0,-66.0,-70.0,-100.0,-100.0,-34.0,-33.0,-100.0,-90.0,-100.0,-83.0,-65.0,-69.0,-64.0,-71.0,-50.0,-64.0,-100.0,-100.0,-83.0,-86.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-79.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-80.0,-55.0,-100.0,-55.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-63.0,-63.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-76.0,-61.0,-75.0,-61.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-87.0,-100.0
2021.01.30 160255,81.0,24.0,5.705945864864865,-37.910269846846845,-50.68270198198197,-4.9664162,8.58552432882883,0.26384476973513515,0.00425834721945946,-0.003915134451441441,-0.0006429771902702696,-1.045489433649424,1.5176749648274601,1.8001570658640818,1016.1155762162163,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-59.0,-100.0,-78.0,-100.0,-100.0,-67.0,-69.0,-100.0,-100.0,-30.0,-33.0,-100.0,-100.0,-100.0,-82.0,-66.0,-68.0,-66.0,-73.0,-49.0,-67.0,-62.0,-78.0,-100.0,-100.0,-67.0,-70.0,-100.0,-100.0,-32.0,-33.0,-100.0,-90.0,-100.0,-82.0,-66.0,-68.0,-72.0,-73.0,-50.0,-67.0,-100.0,-86.0,-85.0,-88.0,-91.0,-100.0,-90.0,-80.0,-86.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-81.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-70.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-72.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-83.0,-71.0,-78.0,-71.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
