Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:b5,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:w7,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,00:1a:ac:a0:de:x2,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1a:ac:a0:de:x7,00:1a:ab:a0:de:a1,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:h7,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:l2,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:n3,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:g8,00:1a:ac:a0:de:i2,00:1a:ac:a0:de:j8,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:g5,00:1a:ac:a0:de:i3,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:g2,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:k6,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:i1,00:1a:ac:a0:de:k9,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:t6,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:f7,00:1a:ab:a0:de:a2,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:h2,00:1a:ac:a0:de:j6,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:i9,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:f2,90:9f:33:a4:06:5c,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:d4,00:1a:ac:a0:de:g7,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:k3,00:1a:ac:a0:de:b4,00:1a:ab:a0:de:a3,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:j4,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:u8,00:1a:ac:a0:de:w5,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:m6,00:1a:ab:a0:de:a8,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:v2,00:1a:ab:a0:de:a9,00:1a:ac:a0:de:c1,00:1a:ac:a0:de:f1,00:1a:ac:a0:de:m7,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:x5,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:e2,00:1a:ac:a0:de:q7,00:1a:ac:a0:de:v4,00:1a:ac:a0:de:j3,00:1a:ac:a0:de:v5,00:1a:ac:a0:de:e7
2021.01.30 165619,69.0,24.0,1.4314285491964287,22.764106964285713,-46.51660666964286,6.2828336178571424,-6.468731964285715,3.9307792919642854,-0.0009922633400000005,-0.00030141852874999986,0.0015873768324999999,0.7175707971411092,-1.0117133030933994,-1.528007515839168,1016.8792827678571,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-89.0,-100.0,-82.0,-100.0,-100.0,-70.0,-73.0,-82.0,-100.0,-61.0,-100.0,-100.0,-81.0,-100.0,-74.0,-71.0,-77.0,-54.0,-52.0,-100.0,-82.0,-100.0,-100.0,-73.0,-81.0,-100.0,-46.0,-61.0,-100.0,-100.0,-76.0,-81.0,-100.0,-74.0,-72.0,-78.0,-54.0,-52.0,-100.0,-87.0,-100.0,-100.0,-76.0,-100.0,-100.0,-46.0,-100.0,-69.0,-100.0,-100.0,-76.0,-73.0,-100.0,-59.0,-56.0,-100.0,-100.0,-85.0,-100.0,-84.0,-76.0,-64.0,-100.0,-100.0,-87.0,-75.0,-65.0,-100.0,-81.0,-100.0,-100.0,-62.0,-100.0,-100.0,-72.0,-84.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-72.0,-72.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-63.0,-80.0,-100.0,-100.0,-79.0,-100.0,-75.0,-87.0,-91.0,-100.0,-76.0,-100.0,-85.0,-73.0,-74.0,-100.0,-81.0,-81.0,-60.0,-100.0,-100.0,-100.0,-86.0,-83.0,-100.0,-81.0,-100.0,-88.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165630,70.0,24.0,-2.073391268521739,19.811477939130434,-41.804868852173904,6.339664928695652,-6.415303189565217,3.922092793043478,0.007516643890000001,-0.005412956374782607,0.003449662012782607,0.7105397535407025,-1.0171023094135783,-1.5845224940258524,1016.8702369565218,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-67.0,-72.0,-100.0,-100.0,-54.0,-100.0,-100.0,-83.0,-70.0,-73.0,-72.0,-73.0,-43.0,-55.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-53.0,-54.0,-100.0,-100.0,-70.0,-83.0,-71.0,-73.0,-73.0,-74.0,-43.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-100.0,-67.0,-100.0,-100.0,-100.0,-58.0,-100.0,-58.0,-62.0,-100.0,-100.0,-82.0,-100.0,-77.0,-100.0,-58.0,-100.0,-100.0,-84.0,-74.0,-74.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-78.0,-86.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-80.0,-100.0,-100.0,-83.0,-87.0,-71.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-75.0,-83.0,-81.0,-100.0,-100.0,-100.0,-100.0,-86.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165640,71.0,24.0,-0.5619642705357143,19.918928366071434,-40.39821383928571,6.268574866964285,-6.528588816964286,3.86792958125,0.002291137557857144,-0.003366652759821429,-0.0008179050228571422,0.7250233995062965,-1.017801551946572,-1.5557268932461739,1016.8758522321428,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-71.0,-100.0,-100.0,-55.0,-100.0,-100.0,-82.0,-66.0,-69.0,-66.0,-78.0,-47.0,-54.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-48.0,-55.0,-100.0,-100.0,-100.0,-81.0,-66.0,-69.0,-66.0,-77.0,-47.0,-54.0,-100.0,-77.0,-100.0,-100.0,-76.0,-100.0,-100.0,-47.0,-100.0,-70.0,-100.0,-100.0,-100.0,-69.0,-100.0,-56.0,-56.0,-100.0,-100.0,-84.0,-100.0,-80.0,-100.0,-63.0,-100.0,-100.0,-79.0,-78.0,-72.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-72.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-81.0,-88.0,-77.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-78.0,-67.0,-75.0,-85.0,-85.0,-100.0,-100.0,-100.0,-100.0,-86.0,-73.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165651,72.0,24.0,3.6182142401785717,23.945892580357143,-41.10589234821428,6.424010338392857,-6.466508689285713,3.675682126785714,-0.0005559307265178569,-0.003421194484553572,0.0004529128910714281,0.7181776533169406,-1.0511505486709731,-1.3946531798158373,1016.8761842857142,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-84.0,-100.0,-100.0,-74.0,-69.0,-88.0,-100.0,-53.0,-100.0,-100.0,-80.0,-70.0,-74.0,-69.0,-74.0,-53.0,-61.0,-100.0,-83.0,-100.0,-100.0,-70.0,-81.0,-100.0,-47.0,-53.0,-100.0,-100.0,-74.0,-81.0,-71.0,-74.0,-69.0,-75.0,-52.0,-62.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-46.0,-100.0,-74.0,-100.0,-100.0,-75.0,-72.0,-100.0,-59.0,-59.0,-100.0,-100.0,-84.0,-100.0,-82.0,-100.0,-77.0,-100.0,-100.0,-85.0,-81.0,-80.0,-100.0,-73.0,-100.0,-100.0,-71.0,-100.0,-100.0,-75.0,-91.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-64.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-82.0,-74.0,-100.0,-76.0,-76.0,-77.0,-100.0,-100.0,-89.0,-88.0,-74.0,-90.0,-77.0,-89.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165702,73.0,24.0,6.4055356223214295,24.838392544642854,-41.77232094642857,6.371977619642856,-6.413065088392857,3.856236107142857,0.0021875086244642857,-0.0005795802219642857,0.002067342512589286,0.7108789096985545,-1.026659622256245,-1.3611768367035049,1016.8738150892858,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-83.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-72.0,-70.0,-100.0,-100.0,-52.0,-100.0,-100.0,-81.0,-74.0,-72.0,-73.0,-69.0,-52.0,-56.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-41.0,-52.0,-100.0,-100.0,-72.0,-80.0,-73.0,-73.0,-73.0,-69.0,-52.0,-56.0,-100.0,-85.0,-100.0,-100.0,-82.0,-100.0,-100.0,-43.0,-100.0,-73.0,-100.0,-100.0,-73.0,-75.0,-100.0,-60.0,-60.0,-100.0,-100.0,-84.0,-100.0,-78.0,-100.0,-70.0,-100.0,-100.0,-86.0,-73.0,-78.0,-100.0,-71.0,-100.0,-100.0,-68.0,-100.0,-100.0,-75.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-74.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-85.0,-66.0,-100.0,-76.0,-76.0,-100.0,-100.0,-100.0,-100.0,-85.0,-70.0,-100.0,-75.0,-100.0,-100.0,-100.0,-91.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165713,74.0,24.0,9.746785450892856,22.867499705357144,-44.81892804464285,6.274795694642856,-6.503855126785715,3.8957630125000002,0.0007639743170535716,-0.0024176303925892858,0.0019637134933035713,0.7219914075519357,-1.0152054253433431,-1.40963769278356,1016.8651616071429,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-69.0,-83.0,-100.0,-47.0,-100.0,-100.0,-84.0,-69.0,-71.0,-78.0,-72.0,-52.0,-60.0,-100.0,-100.0,-100.0,-100.0,-70.0,-83.0,-100.0,-42.0,-47.0,-80.0,-100.0,-100.0,-84.0,-67.0,-71.0,-77.0,-72.0,-53.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-43.0,-100.0,-70.0,-100.0,-100.0,-80.0,-76.0,-100.0,-65.0,-100.0,-100.0,-100.0,-87.0,-100.0,-85.0,-100.0,-73.0,-100.0,-100.0,-89.0,-87.0,-84.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-73.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-72.0,-100.0,-77.0,-78.0,-74.0,-100.0,-100.0,-100.0,-82.0,-72.0,-87.0,-74.0,-87.0,-90.0,-90.0,-91.0,-90.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165723,75.0,24.0,18.491351207207206,22.215675522522528,-47.420539783783795,6.199704999099099,-6.547068975675676,3.971476385585586,0.0028107559203603607,-0.0057913436764864875,0.0023512534088288286,0.7268632011370616,-1.0011496415009369,-1.3741067315007116,1016.8618061261262,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-71.0,-100.0,-100.0,-47.0,-100.0,-100.0,-84.0,-73.0,-73.0,-71.0,-76.0,-55.0,-57.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-44.0,-47.0,-85.0,-100.0,-100.0,-85.0,-100.0,-73.0,-71.0,-76.0,-56.0,-58.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-43.0,-100.0,-63.0,-100.0,-100.0,-100.0,-76.0,-100.0,-65.0,-65.0,-100.0,-100.0,-85.0,-100.0,-91.0,-80.0,-68.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-62.0,-100.0,-100.0,-78.0,-100.0,-100.0,-87.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-75.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-73.0,-89.0,-77.0,-78.0,-100.0,-100.0,-100.0,-90.0,-84.0,-70.0,-100.0,-71.0,-100.0,-86.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165733,76.0,24.0,14.829272495454546,19.076727081818188,-43.29327214545454,6.089446192727274,-6.626286119090911,4.002182702727273,0.0030677096525454552,-0.0040173831176363636,0.0028680124046363627,0.7379409340294925,-0.9892295555634932,-1.426224317333915,1016.8704174545454,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-69.0,-71.0,-100.0,-100.0,-46.0,-100.0,-100.0,-86.0,-68.0,-76.0,-75.0,-72.0,-53.0,-57.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-43.0,-46.0,-100.0,-100.0,-79.0,-85.0,-71.0,-76.0,-75.0,-72.0,-54.0,-57.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-43.0,-100.0,-68.0,-100.0,-100.0,-79.0,-81.0,-100.0,-72.0,-72.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-72.0,-100.0,-100.0,-88.0,-85.0,-84.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-89.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-83.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-66.0,-100.0,-100.0,-100.0,-89.0,-78.0,-72.0,-86.0,-72.0,-86.0,-86.0,-86.0,-88.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165744,77.0,24.0,11.34362041810345,23.260861775862065,-40.88689600862069,6.108290426724137,-6.734929906034483,3.7801264706896553,0.0017609559912931032,-0.002564328114741379,0.0017021023058620688,0.7532191677340145,-1.0166288953402947,-1.356740344187309,1016.8740910344827,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-66.0,-71.0,-84.0,-100.0,-46.0,-100.0,-100.0,-85.0,-100.0,-74.0,-71.0,-73.0,-55.0,-61.0,-100.0,-83.0,-100.0,-100.0,-71.0,-85.0,-100.0,-39.0,-47.0,-100.0,-100.0,-100.0,-85.0,-100.0,-74.0,-69.0,-73.0,-55.0,-61.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-38.0,-100.0,-66.0,-100.0,-100.0,-100.0,-84.0,-100.0,-69.0,-69.0,-100.0,-100.0,-86.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-74.0,-100.0,-100.0,-87.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-76.0,-62.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-74.0,-87.0,-62.0,-63.0,-75.0,-100.0,-100.0,-87.0,-77.0,-75.0,-80.0,-76.0,-100.0,-79.0,-100.0,-91.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165755,78.0,24.0,11.539821196428571,26.519463874999996,-44.877856464285706,6.117607265178571,-6.59494445,3.997092157142857,0.0009985029391071426,-0.00018688120410714293,-0.0019850938945535712,0.7341665497847966,-0.9920929249908242,-1.3527830434697015,1016.8777410714285,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-73.0,-100.0,-100.0,-47.0,-100.0,-100.0,-85.0,-71.0,-75.0,-71.0,-75.0,-57.0,-60.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-34.0,-48.0,-100.0,-100.0,-81.0,-85.0,-71.0,-75.0,-69.0,-75.0,-57.0,-60.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-34.0,-100.0,-74.0,-100.0,-100.0,-100.0,-75.0,-100.0,-69.0,-69.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-82.0,-100.0,-100.0,-91.0,-83.0,-82.0,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-91.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-100.0,-100.0,-100.0,-74.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-88.0,-61.0,-61.0,-100.0,-100.0,-100.0,-100.0,-82.0,-70.0,-74.0,-69.0,-76.0,-100.0,-100.0,-91.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165805,79.0,24.0,9.649285540178571,26.714999633928567,-45.333749482142856,6.059610249107144,-6.639922616071428,4.022958847321428,0.0018984380638392853,-0.0034757360012499998,-0.00027248955151785704,0.7398108786770276,-0.9850088411143848,-1.3809730048690523,1016.8835501785715,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-39.0,-100.0,-100.0,-85.0,-70.0,-72.0,-68.0,-77.0,-57.0,-65.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-32.0,-41.0,-100.0,-100.0,-100.0,-85.0,-69.0,-72.0,-69.0,-77.0,-57.0,-65.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-32.0,-100.0,-71.0,-100.0,-100.0,-100.0,-83.0,-100.0,-70.0,-70.0,-100.0,-100.0,-88.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-91.0,-88.0,-88.0,-100.0,-54.0,-100.0,-100.0,-75.0,-100.0,-100.0,-84.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-100.0,-100.0,-100.0,-79.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-88.0,-61.0,-61.0,-100.0,-100.0,-100.0,-100.0,-80.0,-75.0,-82.0,-76.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-91.0,-89.0,-100.0,-100.0,-100.0
2021.01.30 165815,80.0,24.0,14.886371393805309,24.71044216814159,-45.088140955752216,5.977699069026548,-6.6800902522123895,4.12368280619469,0.0036403408434513276,0.0003341596143362836,-0.000871239900265487,0.7436708839593735,-0.9669874948737895,-1.3719001016785612,1016.8834674336284,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-72.0,-72.0,-87.0,-100.0,-43.0,-100.0,-100.0,-87.0,-71.0,-75.0,-68.0,-77.0,-68.0,-63.0,-100.0,-85.0,-100.0,-100.0,-72.0,-86.0,-100.0,-31.0,-43.0,-100.0,-100.0,-81.0,-87.0,-70.0,-75.0,-67.0,-77.0,-67.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-31.0,-100.0,-73.0,-100.0,-100.0,-82.0,-88.0,-100.0,-70.0,-71.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0,-100.0,-79.0,-66.0,-100.0,-100.0,-93.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-75.0,-100.0,-66.0,-66.0,-100.0,-100.0,-100.0,-100.0,-80.0,-73.0,-85.0,-74.0,-100.0,-87.0,-100.0,-91.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
