Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:b5,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:k9,00:1a:ac:a0:de:m2,00:1a:ac:a0:de:m3,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,00:1a:ac:a0:de:x2,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1a:ac:a0:de:x7,70:5d:cc:b6:d1:c8,70:5d:cc:e8:73:1c,70:5d:cc:e8:73:1e,86:25:19:b5:ef:50,88:36:6c:4b:14:1c,00:1a:ac:a0:de:w7,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:v7,88:36:6c:51:f3:22,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:f2,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:t6,00:1a:ac:a0:de:f3,70:5d:cc:05:03:10,00:1a:ac:a0:de:d5,00:1a:ac:a0:de:m9,00:1a:ac:a0:de:l2,ea:d8:d1:b4:cf:21,32:24:a9:c6:2d:75,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:i9,70:5d:cc:b1:75:50,00:1a:ac:a0:de:f9,90:9f:33:a4:06:5c,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:g7,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:k3,72:5d:cc:4b:31:60,00:1a:ac:a0:de:j8,28:b3:71:0f:d8:ec,28:b3:71:0f:d8:ed,28:b3:71:4f:d8:ec,28:b3:71:8f:d8:ec,28:b3:71:cf:d8:ec,70:5d:cc:ea:72:5c,70:5d:cc:ea:72:5e,00:1a:ac:a0:de:j1,00:1b:ad:a1:df:a8,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,70:5d:cc:1b:31:60,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:u8,00:1a:ac:a0:de:c1,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:v2,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:q7,00:1a:ac:a0:de:v4
2021.05.22 150945,68.0,24.0,45.89309289928057,2.063740974028777,-35.42287730935252,-0.31947205043165466,0.6235793984172662,9.959769787769785,0.0019117841373669066,-0.003444686628776978,0.006287060287050359,-0.06252515019862338,0.032052468495081615,-1.4734216525400285,1000.8341310071942,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-77.0,-100.0,-100.0,-54.0,-60.0,-100.0,-100.0,-100.0,-74.0,-77.0,-100.0,-78.0,-49.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-77.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-74.0,-77.0,-100.0,-77.0,-49.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-84.0,-61.0,-55.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-74.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-63.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-74.0,-76.0,-57.0,-64.0,-90.0,-89.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 151002,69.0,24.0,40.15739070289855,1.8782608254347826,-38.61999958695652,-0.2828193739782609,0.6546259600000001,9.957233695652175,-0.004576628901833334,-0.0036260166630434783,-0.003628751949275363,-0.06564084453967166,0.02843134311125677,-1.4559041883634485,1000.8278486231885,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-67.0,-79.0,-100.0,-100.0,-51.0,-63.0,-100.0,-100.0,-77.0,-67.0,-78.0,-77.0,-76.0,-51.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-79.0,-100.0,-100.0,-63.0,-100.0,-100.0,-77.0,-68.0,-78.0,-100.0,-76.0,-51.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-88.0,-65.0,-51.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-77.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-68.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-81.0,-100.0,-100.0,-60.0,-88.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-84.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 151014,70.0,24.0,34.4128886074074,1.847111086074074,-35.76311057777778,-0.338816489125926,0.5125698994444444,9.958232340740741,0.0005309328022000023,-0.0030503669348148146,0.003665824715925926,-0.051536231362088375,0.03395221482065537,-1.4580648607677884,1000.8198866666668,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-74.0,-100.0,-100.0,-53.0,-58.0,-100.0,-100.0,-80.0,-61.0,-79.0,-76.0,-79.0,-56.0,-56.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-74.0,-100.0,-100.0,-58.0,-100.0,-100.0,-80.0,-69.0,-79.0,-74.0,-80.0,-56.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-85.0,-63.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-77.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-82.0,-73.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-62.0,-91.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-68.0,-100.0,-77.0,-77.0,-89.0,-91.0,-82.0,-92.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 151025,71.0,24.0,33.58273330215827,3.242589871223022,-35.05381246043166,-0.4108334448920863,0.5414850578417266,9.955859744604316,0.000540633286669064,-0.0037083695076258988,0.004072124161870503,-0.05431504949605718,0.04125431708978122,-1.4092674186761431,1000.8239887769784,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-48.0,-62.0,-89.0,-100.0,-77.0,-75.0,-80.0,-72.0,-78.0,-51.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-62.0,-89.0,-100.0,-78.0,-100.0,-79.0,-72.0,-78.0,-51.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-87.0,-100.0,-48.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-83.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-86.0,-66.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-86.0,-100.0,-74.0,-65.0,-100.0,-100.0,-100.0,-74.0,-100.0,-87.0,-100.0,-100.0,-100.0,-73.0,-74.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-86.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 151036,72.0,24.0,34.39510743165468,8.203165305755396,-35.22302109352517,-0.36379197100719424,0.48631338643165467,9.962077982014389,6.160953487050325e-05,-0.003567738566043165,0.00741650169532374,-0.0487548811562198,0.03654261589680103,-1.2773861224702794,1000.8151678417266,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-47.0,-62.0,-100.0,-100.0,-78.0,-67.0,-80.0,-100.0,-79.0,-58.0,-64.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-62.0,-100.0,-100.0,-79.0,-67.0,-80.0,-100.0,-79.0,-58.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-86.0,-100.0,-47.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-75.0,-100.0,-100.0,-81.0,-100.0,-86.0,-90.0,-83.0,-90.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 151048,73.0,24.0,36.014244194244604,9.961726423021583,-34.11539528057554,-0.35764264841007193,0.636325897410072,9.956273025179856,-0.0005712292133309369,-0.0015198016554676252,0.00027509149784172616,-0.06391602600489155,0.035721239814762544,-1.2328272972175542,1000.8072261151082,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-78.0,-100.0,-100.0,-46.0,-54.0,-100.0,-100.0,-80.0,-68.0,-84.0,-100.0,-83.0,-63.0,-68.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-78.0,-100.0,-100.0,-54.0,-100.0,-100.0,-100.0,-72.0,-83.0,-100.0,-84.0,-64.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-45.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-57.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-91.0,-82.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 151059,74.0,24.0,41.25369814383562,12.803835287671232,-30.82972562328767,-0.37583554777397266,0.2131560542671233,9.985159058219178,-0.0022741508657534255,-0.002621490314246575,0.0030842161582191776,-0.021400958624164444,0.037578064083976445,-1.2453734980870599,1000.7987949315069,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-77.0,-100.0,-100.0,-49.0,-54.0,-100.0,-100.0,-100.0,-68.0,-78.0,-71.0,-82.0,-50.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-78.0,-100.0,-100.0,-54.0,-100.0,-100.0,-100.0,-69.0,-78.0,-71.0,-81.0,-50.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-86.0,-100.0,-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-56.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-76.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-72.0,-70.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 151111,75.0,24.0,50.00756687837838,13.087296989864862,-27.20554015540541,-0.4205187796283784,0.31940920059459454,9.978237334459461,-0.0016166963659999993,-0.004131182452972973,0.008316319842567567,-0.03200872299085191,0.04208252356211474,-1.2909745275974274,1000.7963562837839,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-79.0,-100.0,-100.0,-47.0,-53.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-78.0,-56.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-79.0,-100.0,-100.0,-53.0,-100.0,-100.0,-100.0,-62.0,-81.0,-100.0,-78.0,-57.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-88.0,-77.0,-47.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-66.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-66.0,-100.0,-100.0,-75.0,-75.0,-83.0,-100.0,-79.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 151124,76.0,24.0,43.92086885507247,9.371738909420293,-27.464782239130432,-0.3841943575072464,0.5280763955797101,9.958222673913042,-0.0015444356264927535,-0.0007531790800724635,0.0034139042326086955,-0.05300742842634946,0.038581225562138784,-1.3211500031360681,1000.7867919565216,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-45.0,-51.0,-100.0,-100.0,-100.0,-61.0,-81.0,-67.0,-82.0,-57.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-83.0,-100.0,-100.0,-51.0,-100.0,-100.0,-100.0,-60.0,-81.0,-72.0,-81.0,-56.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-89.0,-100.0,-43.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-71.0,-100.0,-100.0,-100.0,-100.0,-76.0,-59.0,-70.0,-100.0,-82.0,-83.0,-80.0,-100.0,-70.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 151136,77.0,24.0,39.303452748201444,10.37309329352518,-31.575107503597124,-0.4196526423884892,0.45467106309352523,9.967555553956833,-0.0026719025370503607,-0.0036468433291366913,0.004010598352517985,-0.04558145035085056,0.042031969263707405,-1.2666928665243464,1000.785675827338,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-81.0,-88.0,-100.0,-37.0,-49.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-80.0,-55.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-81.0,-100.0,-100.0,-49.0,-100.0,-100.0,-100.0,-74.0,-79.0,-100.0,-81.0,-61.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-85.0,-100.0,-38.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-63.0,-100.0,-100.0,-100.0,-100.0,-78.0,-51.0,-63.0,-100.0,-71.0,-73.0,-78.0,-88.0,-63.0,-89.0,-63.0,-84.0,-90.0,-85.0,-100.0,-100.0
2021.05.22 151147,78.0,24.0,41.27588976712329,11.796164157534246,-35.65890376027397,-0.40502602056986303,0.459307184049315,9.953836719178083,0.00015675802699315124,-0.0013537358747260273,0.003895914586643837,-0.04615749852522112,0.04066903835018192,-1.2432543374087712,1000.7832419178081,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-80.0,-100.0,-100.0,-38.0,-47.0,-100.0,-100.0,-100.0,-100.0,-82.0,-76.0,-83.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-81.0,-100.0,-100.0,-46.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-83.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-89.0,-100.0,-36.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-66.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-65.0,-100.0,-100.0,-100.0,-100.0,-72.0,-55.0,-63.0,-100.0,-100.0,-100.0,-76.0,-89.0,-68.0,-89.0,-68.0,-100.0,-100.0,-100.0,-91.0,-89.0
2021.05.22 151158,79.0,24.0,44.34716364925373,12.555671414179105,-34.864477156716426,-0.5763233879104478,0.4176937477164179,9.954483406716415,0.002203737328291045,-0.004360164593283582,0.009467389886567165,-0.041923812884184036,0.057809497396558926,-1.2481853659473248,1000.7790650746267,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-87.0,-100.0,-100.0,-100.0,-78.0,-82.0,-100.0,-100.0,-41.0,-38.0,-100.0,-100.0,-100.0,-71.0,-81.0,-100.0,-80.0,-51.0,-71.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-82.0,-100.0,-100.0,-38.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-80.0,-59.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-41.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-71.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-54.0,-100.0,-100.0,-100.0,-100.0,-76.0,-91.0,-64.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0
